Team,Year,Sport,Bronze,Gold,No medal,Silver
Kenya,2000,Athletics,2,2,32,3
Kenya,2000,Boxing,0,0,4,0
Kenya,2000,Cycling,0,0,1,0
Kenya,2000,Swimming,0,0,2,0
Kenya,2000,Volleyball,0,0,12,0
Kenya,2004,Athletics,2,1,24,4
Kenya,2004,Rowing,0,0,1,0
Kenya,2004,Swimming,0,0,2,0
Kenya,2004,Volleyball,0,0,12,0
Kenya,2008,Athletics,5,6,22,4
Kenya,2008,Boxing,0,0,4,0
Kenya,2008,Rowing,0,0,1,0
Kenya,2008,Swimming,0,0,3,0
Kenya,2008,Taekwondo,0,0,2,0
Kenya,2012,Athletics,5,2,34,4
Kenya,2012,Boxing,0,0,2,0
Kenya,2012,Swimming,0,0,3,0
Kenya,2012,Weightlifting,0,0,1,0
Kenya,2016,Archery,0,0,1,0
Kenya,2016,Athletics,1,6,35,6
Kenya,2016,Boxing,0,0,3,0
Kenya,2016,Judo,0,0,1,0
Kenya,2016,Rugby Sevens,0,0,24,0
Kenya,2016,Swimming,0,0,2,0
Kenya,2016,Weightlifting,0,0,1,0
Kenya,2020,Athletics,2,4,32,4
Kenya,2020,Beach Volleyball,0,0,2,0
Kenya,2020,Boxing,0,0,4,0
Kenya,2020,Rugby Sevens,0,0,26,0
Kenya,2020,Swimming,0,0,2,0
Kenya,2020,Taekwondo,0,0,1,0
Kenya,2020,Volleyball,0,0,12,0
Kenya,2024,Athletics,5,4,36,2
Kenya,2024,Fencing,0,0,1,0
Kenya,2024,Judo,0,0,1,0
Kenya,2024,Rugby Sevens,0,0,13,0
Kenya,2024,Swimming,0,0,2,0
Kenya,2024,Volleyball,0,0,13,0
Kerstin-1,1912,Sailing,3,0,0,0
Kiel,1936,Sailing,0,0,1,0
Kingfisher,1956,Sailing,0,0,2,0
Kiribati,2004,Athletics,0,0,2,0
Kiribati,2004,Weightlifting,0,0,1,0
Kiribati,2008,Athletics,0,0,1,0
Kiribati,2008,Weightlifting,0,0,1,0
Kiribati,2012,Athletics,0,0,2,0
Kiribati,2012,Weightlifting,0,0,1,0
Kiribati,2016,Athletics,0,0,2,0
Kiribati,2016,Weightlifting,0,0,1,0
Kiribati,2020,Athletics,0,0,1,0
Kiribati,2020,Judo,0,0,1,0
Kiribati,2020,Weightlifting,0,0,1,0
Kiribati,2024,Athletics,0,0,1,0
Kiribati,2024,Judo,0,0,1,0
Kiribati,2024,Weightlifting,0,0,1,0
Kitty-1,1912,Sailing,0,8,0,0
Kln,1936,Sailing,0,0,1,0
Knigsberg,1936,Sailing,0,0,1,0
Kon-Tiki,1956,Sailing,0,0,2,0
Konstanz,1936,Sailing,0,0,1,0
Korea,2024,Archery,1,10,2,1
Korea,2024,Artistic Gymnastics,0,0,44,0
Korea,2024,Artistic Swimming,0,0,2,0
Korea,2024,Athletics,0,0,3,0
Korea,2024,Badminton,0,1,10,2
Korea,2024,Boxing,1,0,1,0
Korea,2024,Breaking,0,0,1,0
Korea,2024,Cycling Road,0,0,2,0
Korea,2024,Diving,0,0,6,0
Korea,2024,Equestrian,0,0,1,0
Korea,2024,Fencing,0,5,14,4
Korea,2024,Golf,0,0,5,0
Korea,2024,Handball,0,0,17,0
Korea,2024,Judo,13,0,7,2
Korea,2024,Modern Pentathlon,1,0,3,0
Korea,2024,Sailing,0,0,1,0
Korea,2024,Shooting,0,3,22,4
Korea,2024,Sport Climbing,0,0,3,0
Korea,2024,Swimming,1,0,31,0
Korea,2024,Table Tennis,5,0,7,0
Korea,2024,Taekwondo,1,2,1,0
Korea,2024,Weightlifting,0,0,4,1
Korea,2024,Wrestling,0,0,3,0
Korshun,1952,Sailing,0,0,3,0
Kosovo,2016,Athletics,0,0,2,0
Kosovo,2016,Cycling,0,0,1,0
Kosovo,2016,Judo,0,1,1,0
Kosovo,2016,Shooting,0,0,1,0
Kosovo,2016,Swimming,0,0,2,0
Kosovo,2020,Athletics,0,0,1,0
Kosovo,2020,Boxing,0,0,1,0
Kosovo,2020,Judo,0,2,3,0
Kosovo,2020,Shooting,0,0,1,0
Kosovo,2020,Swimming,0,0,2,0
Kosovo,2020,Wrestling,0,0,1,0
Kosovo,2024,Athletics,0,0,1,0
Kosovo,2024,Boxing,0,0,1,0
Kosovo,2024,Judo,1,0,3,1
Kosovo,2024,Swimming,0,0,2,0
Kristiania Roklub,1912,Rowing,0,0,9,0
Kristiania Roklub-1,1912,Rowing,5,0,5,0
Kuling,1964,Sailing,0,0,3,0
Kullan,1920,Sailing,0,3,0,0
Kurush II,1948,Sailing,0,0,0,2
Kurush IV,1952,Sailing,0,0,2,0
Kurush IV,1956,Sailing,0,0,2,0
Kuwait,1968,Athletics,0,0,2,0
Kuwait,1972,Athletics,0,0,2,0
Kuwait,1972,Swimming,0,0,2,0
Kuwait,1976,Athletics,0,0,9,0
Kuwait,1976,Diving,0,0,1,0
Kuwait,1976,Fencing,0,0,7,0
Kuwait,1976,Judo,0,0,4,0
Kuwait,1980,Athletics,0,0,8,0
Kuwait,1980,Diving,0,0,1,0
Kuwait,1980,Fencing,0,0,18,0
Kuwait,1980,Football,0,0,16,0
Kuwait,1980,Handball,0,0,14,0
Kuwait,1980,Judo,0,0,5,0
Kuwait,1980,Swimming,0,0,5,0
Kuwait,1984,Athletics,0,0,2,0
Kuwait,1984,Diving,0,0,3,0
Kuwait,1984,Fencing,0,0,15,0
Kuwait,1984,Judo,0,0,5,0
Kuwait,1984,Swimming,0,0,6,0
Kuwait,1988,Athletics,0,0,6,0
Kuwait,1988,Boxing,0,0,3,0
Kuwait,1988,Diving,0,0,1,0
Kuwait,1988,Fencing,0,0,14,0
Kuwait,1988,Judo,0,0,4,0
Kuwait,1988,Rowing,0,0,1,0
Kuwait,1988,Swimming,0,0,5,0
Kuwait,1992,Athletics,0,0,4,0
Kuwait,1992,Fencing,0,0,1,0
Kuwait,1992,Football,0,0,19,0
Kuwait,1992,Judo,0,0,2,0
Kuwait,1992,Shooting,0,0,2,0
Kuwait,1992,Swimming,0,0,8,0
Kuwait,1992,Weightlifting,0,0,1,0
Kuwait,1996,Athletics,0,0,1,0
Kuwait,1996,Diving,0,0,2,0
Kuwait,1996,Fencing,0,0,1,0
Kuwait,1996,Handball,0,0,12,0
Kuwait,1996,Judo,0,0,2,0
Kuwait,1996,Shooting,0,0,3,0
Kuwait,1996,Swimming,0,0,4,0
Kuwait,1996,Table Tennis,0,0,1,0
Kuwait,1996,Weightlifting,0,0,1,0
Kuwait,2000,Athletics,0,0,5,0
Kuwait,2000,Fencing,0,0,1,0
Kuwait,2000,Football,0,0,16,0
Kuwait,2000,Shooting,1,0,4,0
Kuwait,2000,Swimming,0,0,2,0
Kuwait,2000,Taekwondo,0,0,1,0
Kuwait,2004,Athletics,0,0,5,0
Kuwait,2004,Judo,0,0,1,0
Kuwait,2004,Shooting,0,0,5,0
Kuwait,2008,Athletics,0,0,2,0
Kuwait,2008,Judo,0,0,1,0
Kuwait,2008,Shooting,0,0,3,0
Kuwait,2008,Swimming,0,0,1,0
Kuwait,2008,Table Tennis,0,0,1,0
Kuwait,2012,Athletics,0,0,3,0
Kuwait,2012,Shooting,1,0,5,0
Kuwait,2012,Swimming,0,0,2,0
Kuwait,2012,Table Tennis,0,0,1,0
Kuwait,2020,Athletics,0,0,2,0
Kuwait,2020,Karate,0,0,1,0
Kuwait,2020,Rowing,0,0,1,0
Kuwait,2020,Shooting,1,0,3,0
Kuwait,2020,Swimming,0,0,2,0
Kuwait,2024,Athletics,0,0,2,0
Kuwait,2024,Fencing,0,0,1,0
Kuwait,2024,Rowing,0,0,1,0
Kuwait,2024,Sailing,0,0,1,0
Kuwait,2024,Shooting,0,0,2,0
Kuwait,2024,Swimming,0,0,2,0
Kyrgyzstan,1996,Athletics,0,0,6,0
Kyrgyzstan,1996,Boxing,0,0,3,0
Kyrgyzstan,1996,Canoeing,0,0,4,0
Kyrgyzstan,1996,Cycling,0,0,1,0
Kyrgyzstan,1996,Judo,0,0,2,0
Kyrgyzstan,1996,Modern Pentathlon,0,0,1,0
Kyrgyzstan,1996,Shooting,0,0,5,0
Kyrgyzstan,1996,Swimming,0,0,27,0
Kyrgyzstan,1996,Wrestling,0,0,4,0
Kyrgyzstan,2000,Athletics,0,0,8,0
Kyrgyzstan,2000,Boxing,0,0,5,0
Kyrgyzstan,2000,Cycling,0,0,2,0
Kyrgyzstan,2000,Fencing,0,0,1,0
Kyrgyzstan,2000,Judo,1,0,4,0
Kyrgyzstan,2000,Shooting,0,0,5,0
Kyrgyzstan,2000,Swimming,0,0,37,0
Kyrgyzstan,2000,Weightlifting,0,0,2,0
Kyrgyzstan,2000,Wrestling,0,0,6,0
Kyrgyzstan,2004,Athletics,0,0,7,0
Kyrgyzstan,2004,Boxing,0,0,2,0
Kyrgyzstan,2004,Cycling,0,0,2,0
Kyrgyzstan,2004,Judo,0,0,1,0
Kyrgyzstan,2004,Modern Pentathlon,0,0,2,0
Kyrgyzstan,2004,Shooting,0,0,3,0
Kyrgyzstan,2004,Swimming,0,0,6,0
Kyrgyzstan,2004,Weightlifting,0,0,1,0
Kyrgyzstan,2004,Wrestling,0,0,8,0
Kyrgyzstan,2008,Athletics,0,0,5,0
Kyrgyzstan,2008,Boxing,0,0,1,0
Kyrgyzstan,2008,Fencing,0,0,1,0
Kyrgyzstan,2008,Judo,0,0,2,0
Kyrgyzstan,2008,Shooting,0,0,3,0
Kyrgyzstan,2008,Swimming,0,0,3,0
Kyrgyzstan,2008,Taekwondo,0,0,1,0
Kyrgyzstan,2008,Weightlifting,0,0,1,0
Kyrgyzstan,2008,Wrestling,1,0,3,1
Kyrgyzstan,2012,Athletics,0,0,2,0
Kyrgyzstan,2012,Judo,0,0,2,0
Kyrgyzstan,2012,Sailing,0,0,1,0
Kyrgyzstan,2012,Shooting,0,0,2,0
Kyrgyzstan,2012,Swimming,0,0,2,0
Kyrgyzstan,2012,Taekwondo,0,0,1,0
Kyrgyzstan,2012,Weightlifting,0,0,1,0
Kyrgyzstan,2012,Wrestling,0,0,4,0
Kyrgyzstan,2016,Athletics,0,0,5,0
Kyrgyzstan,2016,Boxing,0,0,1,0
Kyrgyzstan,2016,Judo,0,0,2,0
Kyrgyzstan,2016,Swimming,0,0,2,0
Kyrgyzstan,2016,Weightlifting,0,0,2,0
Kyrgyzstan,2016,Wrestling,0,0,7,0
Kyrgyzstan,2020,Athletics,0,0,2,0
Kyrgyzstan,2020,Fencing,0,0,1,0
Kyrgyzstan,2020,Judo,0,0,1,0
Kyrgyzstan,2020,Shooting,0,0,1,0
Kyrgyzstan,2020,Swimming,0,0,2,0
Kyrgyzstan,2020,Weightlifting,0,0,1,0
Kyrgyzstan,2020,Wrestling,1,0,6,2
Kyrgyzstan,2024,Athletics,0,0,1,0
Kyrgyzstan,2024,Boxing,0,0,0,1
Kyrgyzstan,2024,Judo,0,0,2,0
Kyrgyzstan,2024,Swimming,0,0,3,0
Kyrgyzstan,2024,Wrestling,4,0,5,1
L'Aile VI,1928,Sailing,0,6,0,0
"La Salle Turnverein, Chicago",1904,Gymnastics,0,0,6,0
LaBandera,1948,Sailing,0,0,5,0
Lady C,1964,Sailing,0,0,0,2
Lalage,1936,Sailing,0,5,0,0
Lalage,1948,Sailing,0,0,5,0
Lancet,2008,Equestrianism,0,0,1,0
Lao PDR,2024,Athletics,0,0,1,0
Lao PDR,2024,Rhythmic Gymnastics,0,0,1,0
Lao PDR,2024,Swimming,0,0,2,0
Laos,1980,Athletics,0,0,7,0
Laos,1980,Boxing,0,0,6,0
Laos,1980,Shooting,0,0,6,0
Laos,1988,Athletics,0,0,1,0
Laos,1988,Boxing,0,0,2,0
Laos,1992,Athletics,0,0,6,0
Laos,1992,Boxing,0,0,1,0
Laos,1996,Athletics,0,0,5,0
Laos,2000,Athletics,0,0,2,0
Laos,2000,Swimming,0,0,1,0
Laos,2004,Archery,0,0,1,0
Laos,2004,Athletics,0,0,2,0
Laos,2004,Swimming,0,0,2,0
Laos,2008,Athletics,0,0,2,0
Laos,2008,Swimming,0,0,2,0
Laos,2012,Athletics,0,0,2,0
Laos,2012,Swimming,0,0,1,0
Laos,2016,Athletics,0,0,1,0
Laos,2016,Cycling,0,0,1,0
Laos,2016,Judo,0,0,1,0
Laos,2016,Swimming,0,0,2,0
Laos,2020,Athletics,0,0,1,0
Laos,2020,Judo,0,0,1,0
Laos,2020,Swimming,0,0,2,0
"Large boat, Central Naval Prep School ""Poros""-1",1906,Rowing,0,17,0,0
Lasha,1960,Sailing,0,0,3,0
Latvia,1924,Athletics,0,0,19,0
Latvia,1924,Boxing,0,0,1,0
Latvia,1924,Cycling,0,0,6,0
Latvia,1924,Football,0,0,11,0
Latvia,1924,Weightlifting,0,0,4,0
Latvia,1924,Wrestling,0,0,6,0
Latvia,1928,Art Competitions,0,0,8,0
Latvia,1928,Athletics,0,0,7,0
Latvia,1928,Cycling,0,0,5,0
Latvia,1928,Sailing,0,0,1,0
Latvia,1928,Weightlifting,0,0,1,0
Latvia,1928,Wrestling,0,0,2,0
Latvia,1932,Art Competitions,0,0,11,0
Latvia,1932,Athletics,0,0,1,1
Latvia,1936,Art Competitions,0,0,5,0
Latvia,1936,Athletics,1,0,6,0
Latvia,1936,Basketball,0,0,7,0
Latvia,1936,Cycling,0,0,8,0
Latvia,1936,Shooting,0,0,3,0
Latvia,1936,Wrestling,0,0,2,1
Latvia,1992,Athletics,0,0,7,0
Latvia,1992,Boxing,0,0,1,0
Latvia,1992,Canoeing,0,0,2,1
Latvia,1992,Cycling,1,0,5,0
Latvia,1992,Judo,0,0,2,0
Latvia,1992,Modern Pentathlon,0,0,6,0
Latvia,1992,Rowing,0,0,3,0
Latvia,1992,Sailing,0,0,2,0
Latvia,1992,Shooting,0,0,1,1
Latvia,1992,Swimming,0,0,1,0
Latvia,1992,Tennis,0,0,4,0
Latvia,1992,Weightlifting,0,0,2,0
Latvia,1992,Wrestling,0,0,1,0
Latvia,1996,Athletics,0,0,17,0
Latvia,1996,Boxing,0,0,1,0
Latvia,1996,Canoeing,0,0,2,1
Latvia,1996,Cycling,0,0,7,0
Latvia,1996,Gymnastics,0,0,5,0
Latvia,1996,Modern Pentathlon,0,0,1,0
Latvia,1996,Rowing,0,0,4,0
Latvia,1996,Sailing,0,0,2,0
Latvia,1996,Shooting,0,0,3,0
Latvia,1996,Swimming,0,0,6,0
Latvia,1996,Weightlifting,0,0,5,0
Latvia,1996,Wrestling,0,0,1,0
Latvia,2000,Athletics,0,0,18,1
Latvia,2000,Canoeing,0,0,1,0
Latvia,2000,Cycling,0,0,13,0
Latvia,2000,Fencing,0,0,1,0
Latvia,2000,Gymnastics,0,1,6,0
Latvia,2000,Judo,1,0,0,0
Latvia,2000,Modern Pentathlon,0,0,2,0
Latvia,2000,Rowing,0,0,1,0
Latvia,2000,Sailing,0,0,2,0
Latvia,2000,Shooting,0,0,2,0
Latvia,2000,Swimming,0,0,7,0
Latvia,2000,Weightlifting,0,0,3,0
Latvia,2000,Wrestling,0,0,1,0
Latvia,2004,Athletics,0,0,16,1
Latvia,2004,Canoeing,0,0,2,0
Latvia,2004,Cycling,0,0,2,0
Latvia,2004,Gymnastics,0,0,9,1
Latvia,2004,Judo,0,0,1,0
Latvia,2004,Modern Pentathlon,0,0,1,1
Latvia,2004,Sailing,0,0,1,0
Latvia,2004,Shooting,0,0,1,0
Latvia,2004,Swimming,0,0,7,0
Latvia,2004,Weightlifting,0,0,0,1
Latvia,2004,Wrestling,0,0,1,0
Latvia,2008,Athletics,0,0,15,1
Latvia,2008,Basketball,0,0,12,0
Latvia,2008,Beach Volleyball,0,0,2,0
Latvia,2008,Canoeing,0,0,6,0
Latvia,2008,Cycling,0,1,5,0
Latvia,2008,Judo,0,0,2,0
Latvia,2008,Modern Pentathlon,0,0,2,0
Latvia,2008,Shooting,0,0,1,0
Latvia,2008,Swimming,0,0,4,0
Latvia,2008,Tennis,0,0,1,0
Latvia,2008,Weightlifting,1,0,0,0
Latvia,2012,Athletics,0,0,22,0
Latvia,2012,Canoeing,0,0,2,0
Latvia,2012,Cycling,0,1,4,0
Latvia,2012,Gymnastics,0,0,6,0
Latvia,2012,Judo,0,0,2,0
Latvia,2012,Modern Pentathlon,0,0,2,0
Latvia,2012,Shooting,0,0,1,0
Latvia,2012,Swimming,0,0,2,0
Latvia,2012,Table Tennis,0,0,1,0
Latvia,2012,Weightlifting,0,0,1,0
Latvia,2012,Wrestling,0,0,2,0
Latvia,2016,Athletics,0,0,13,0
Latvia,2016,Beach Volleyball,0,0,2,0
Latvia,2016,Canoeing,0,0,3,0
Latvia,2016,Cycling,0,0,4,0
Latvia,2016,Judo,0,0,2,0
Latvia,2016,Modern Pentathlon,0,0,1,0
Latvia,2016,Sailing,0,0,1,0
Latvia,2016,Shooting,0,0,1,0
Latvia,2016,Swimming,0,0,2,0
Latvia,2016,Tennis,0,0,1,0
Latvia,2016,Weightlifting,0,0,2,0
Latvia,2016,Wrestling,0,0,1,0
Latvia,2020,3x3 Basketball,0,4,0,0
Latvia,2020,Athletics,0,0,8,0
Latvia,2020,Beach Volleyball,0,0,4,0
Latvia,2020,Canoe Sprint,0,0,1,0
Latvia,2020,Cycling BMX Racing,0,0,2,0
Latvia,2020,Cycling Road,0,0,3,0
Latvia,2020,Equestrian,0,0,1,0
Latvia,2020,Judo,0,0,1,0
Latvia,2020,Karate,0,0,1,0
Latvia,2020,Modern Pentathlon,0,0,1,0
Latvia,2020,Shooting,0,0,2,0
Latvia,2020,Swimming,0,0,3,0
Latvia,2020,Tennis,0,0,4,0
Latvia,2020,Weightlifting,1,0,1,0
Latvia,2020,Wrestling,0,0,1,0
Latvia,2024,3x3 Basketball,0,0,4,0
Latvia,2024,Athletics,0,0,8,0
Latvia,2024,Beach Volleyball,0,0,2,0
Latvia,2024,Cycling BMX Freestyle,0,0,1,0
Latvia,2024,Cycling BMX Racing,0,0,2,0
Latvia,2024,Cycling Mountain Bike,0,0,1,0
Latvia,2024,Cycling Road,0,0,2,0
Latvia,2024,Diving,0,0,1,0
Latvia,2024,Equestrian,0,0,1,0
Latvia,2024,Modern Pentathlon,0,0,1,0
Latvia,2024,Shooting,0,0,5,0
Latvia,2024,Swimming,0,0,2,0
Latvia,2024,Tennis,0,0,1,0
Latvia,2024,Weightlifting,0,0,1,0
Latvia-1,2012,Beach Volleyball,2,0,0,0
Latvia-2,2012,Beach Volleyball,0,0,2,0
Laurea-1,1900,Sailing,1,0,0,0
Lbeck,1936,Sailing,0,0,1,0
Leander Club #1-1,1908,Rowing,0,2,0,0
Leander Club #2-2,1908,Rowing,0,0,0,2
Leander Club-1,1908,Rowing,0,9,0,0
Leander Club-1,1912,Rowing,0,9,0,0
Leander Club-2,1908,Rowing,0,0,0,4
Lebanon,1948,Boxing,0,0,1,0
Lebanon,1948,Shooting,0,0,3,0
Lebanon,1948,Wrestling,0,0,5,0
Lebanon,1952,Boxing,0,0,1,0
Lebanon,1952,Shooting,0,0,3,0
Lebanon,1952,Weightlifting,0,0,1,0
Lebanon,1952,Wrestling,1,0,2,1
Lebanon,1960,Athletics,0,0,1,0
Lebanon,1960,Fencing,0,0,7,0
Lebanon,1960,Sailing,0,0,1,0
Lebanon,1960,Shooting,0,0,3,0
Lebanon,1960,Weightlifting,0,0,2,0
Lebanon,1960,Wrestling,0,0,6,0
Lebanon,1964,Fencing,0,0,7,0
Lebanon,1964,Shooting,0,0,1,0
Lebanon,1968,Cycling,0,0,4,0
Lebanon,1968,Fencing,0,0,3,0
Lebanon,1968,Shooting,0,0,3,0
Lebanon,1968,Swimming,0,0,2,0
Lebanon,1968,Weightlifting,0,0,1,0
Lebanon,1968,Wrestling,0,0,2,0
Lebanon,1972,Athletics,0,0,3,0
Lebanon,1972,Boxing,0,0,1,0
Lebanon,1972,Cycling,0,0,2,0
Lebanon,1972,Fencing,0,0,16,0
Lebanon,1972,Judo,0,0,2,0
Lebanon,1972,Shooting,0,0,4,0
Lebanon,1972,Swimming,0,0,5,0
Lebanon,1972,Weightlifting,0,0,0,1
Lebanon,1972,Wrestling,0,0,2,0
Lebanon,1976,Athletics,0,0,2,0
Lebanon,1976,Judo,0,0,1,0
Lebanon,1976,Wrestling,0,0,1,0
Lebanon,1980,Athletics,0,0,3,0
Lebanon,1980,Boxing,0,0,2,0
Lebanon,1980,Cycling,0,0,2,0
Lebanon,1980,Fencing,0,0,4,0
Lebanon,1980,Judo,0,0,2,0
Lebanon,1980,Swimming,0,0,3,0
Lebanon,1980,Weightlifting,0,0,2,0
Lebanon,1980,Wrestling,1,0,0,0
Lebanon,1984,Athletics,0,0,4,0
Lebanon,1984,Boxing,0,0,1,0
Lebanon,1984,Cycling,0,0,1,0
Lebanon,1984,Fencing,0,0,7,0
Lebanon,1984,Judo,0,0,3,0
Lebanon,1984,Shooting,0,0,4,0
Lebanon,1984,Swimming,0,0,8,0
Lebanon,1984,Weightlifting,0,0,1,0
Lebanon,1984,Wrestling,0,0,1,0
Lebanon,1988,Athletics,0,0,4,0
Lebanon,1988,Boxing,0,0,3,0
Lebanon,1988,Cycling,0,0,2,0
Lebanon,1988,Fencing,0,0,4,0
Lebanon,1988,Judo,0,0,3,0
Lebanon,1988,Swimming,0,0,11,0
Lebanon,1988,Weightlifting,0,0,3,0
Lebanon,1988,Wrestling,0,0,1,0
Lebanon,1992,Athletics,0,0,2,0
Lebanon,1992,Cycling,0,0,2,0
Lebanon,1992,Fencing,0,0,4,0
Lebanon,1992,Judo,0,0,4,0
Lebanon,1992,Rowing,0,0,1,0
Lebanon,1992,Swimming,0,0,4,0
Lebanon,1992,Weightlifting,0,0,1,0
Lebanon,1996,Table Tennis,0,0,1,0
Lebanon,2000,Athletics,0,0,2,0
Lebanon,2000,Shooting,0,0,1,0
Lebanon,2000,Swimming,0,0,2,0
Lebanon,2000,Weightlifting,0,0,1,0
Lebanon,2004,Athletics,0,0,2,0
Lebanon,2004,Shooting,0,0,1,0
Lebanon,2004,Swimming,0,0,2,0
Lebanon,2008,Athletics,0,0,2,0
Lebanon,2008,Judo,0,0,1,0
Lebanon,2008,Shooting,0,0,1,0
Lebanon,2008,Swimming,0,0,2,0
Lebanon,2012,Athletics,0,0,2,0
Lebanon,2012,Fencing,0,0,2,0
Lebanon,2012,Judo,0,0,1,0
Lebanon,2012,Shooting,0,0,1,0
Lebanon,2012,Swimming,0,0,2,0
Lebanon,2012,Table Tennis,0,0,1,0
Lebanon,2012,Taekwondo,0,0,1,0
Lebanon,2016,Athletics,0,0,2,0
Lebanon,2016,Canoeing,0,0,1,0
Lebanon,2016,Fencing,0,0,1,0
Lebanon,2016,Judo,0,0,1,0
Lebanon,2016,Shooting,0,0,1,0
Lebanon,2016,Swimming,0,0,2,0
Lebanon,2016,Table Tennis,0,0,1,0
Lebanon,2020,Athletics,0,0,1,0
Lebanon,2020,Judo,0,0,1,0
Lebanon,2020,Shooting,0,0,1,0
Lebanon,2020,Swimming,0,0,2,0
Lebanon,2020,Weightlifting,0,0,1,0
Lebanon,2024,Fencing,0,0,1,0
Lebanon,2024,Judo,0,0,1,0
Lebanon,2024,Shooting,0,0,1,0
Lebanon,2024,Swimming,0,0,2,0
Lebanon,2024,Table Tennis,0,0,1,0
Lebanon,2024,Taekwondo,0,0,1,0
Lebanon,2024,Tennis,0,0,4,0
Legionario,1948,Sailing,0,0,2,0
Leipzig,1936,Sailing,0,0,1,0
"Lemzos Thorichton ""Psara""-3",1906,Rowing,0,0,17,0
"Lemzos Thorichton ""Spetsai""-4",1906,Rowing,0,0,17,0
Lerina,1900,Sailing,0,3,3,3
Lesotho,1972,Athletics,0,0,2,0
Lesotho,1980,Athletics,0,0,7,0
Lesotho,1984,Athletics,0,0,3,0
Lesotho,1984,Boxing,0,0,2,0
Lesotho,1988,Athletics,0,0,3,0
Lesotho,1988,Boxing,0,0,3,0
Lesotho,1992,Athletics,0,0,8,0
Lesotho,1996,Athletics,0,0,11,0
Lesotho,2000,Athletics,0,0,2,0
Lesotho,2000,Boxing,0,0,2,0
Lesotho,2000,Taekwondo,0,0,2,0
Lesotho,2004,Athletics,0,0,2,0
Lesotho,2004,Taekwondo,0,0,1,0
Lesotho,2008,Athletics,0,0,4,0
Lesotho,2008,Boxing,0,0,1,0
Lesotho,2012,Athletics,0,0,3,0
Lesotho,2012,Swimming,0,0,1,0
Lesotho,2016,Athletics,0,0,6,0
Lesotho,2016,Boxing,0,0,2,0
Lesotho,2016,Cycling,0,0,1,0
Lesotho,2020,Athletics,0,0,2,0
Lesotho,2024,Athletics,0,0,2,0
Lesotho,2024,Taekwondo,0,0,1,0
Lett,1960,Sailing,0,0,3,0
Libellule de Paris,1900,Water Polo,7,0,0,0
Libellule de Paris-3,1900,Swimming,0,0,5,0
Liberia,1956,Athletics,0,0,11,0
Liberia,1960,Athletics,0,0,6,0
Liberia,1964,Athletics,0,0,2,0
Liberia,1972,Athletics,0,0,5,0
Liberia,1984,Athletics,0,0,10,0
Liberia,1988,Athletics,0,0,7,0
Liberia,1988,Boxing,0,0,4,0
Liberia,1996,Athletics,0,0,7,0
Liberia,2000,Athletics,0,0,10,0
Liberia,2004,Athletics,0,0,2,0
Liberia,2008,Athletics,0,0,4,0
Liberia,2012,Athletics,0,0,3,0
Liberia,2016,Athletics,0,0,3,0
Liberia,2020,Athletics,0,0,4,0
Liberia,2024,Athletics,0,0,10,0
Libya,1968,Athletics,0,0,1,0
Libya,1980,Athletics,0,0,10,0
Libya,1980,Cycling,0,0,10,0
Libya,1980,Swimming,0,0,7,0
Libya,1980,Volleyball,0,0,9,0
Libya,1980,Weightlifting,0,0,2,0
Libya,1988,Athletics,0,0,3,0
Libya,1988,Cycling,0,0,2,0
Libya,1988,Weightlifting,0,0,2,0
Libya,1992,Athletics,0,0,1,0
Libya,1992,Judo,0,0,2,0
Libya,1992,Table Tennis,0,0,1,0
Libya,1992,Weightlifting,0,0,1,0
Libya,1996,Athletics,0,0,4,0
Libya,1996,Cycling,0,0,1,0
Libya,2000,Athletics,0,0,1,0
Libya,2000,Judo,0,0,1,0
Libya,2000,Taekwondo,0,0,1,0
Libya,2004,Athletics,0,0,2,0
Libya,2004,Judo,0,0,1,0
Libya,2004,Swimming,0,0,2,0
Libya,2004,Taekwondo,0,0,1,0
Libya,2004,Weightlifting,0,0,2,0
Libya,2008,Athletics,0,0,2,0
Libya,2008,Cycling,0,0,1,0
Libya,2008,Judo,0,0,1,0
Libya,2008,Swimming,0,0,2,0
Libya,2012,Athletics,0,0,2,0
Libya,2012,Judo,0,0,1,0
Libya,2012,Swimming,0,0,1,0
Libya,2016,Archery,0,0,1,0
Libya,2016,Athletics,0,0,1,0
Libya,2016,Judo,0,0,1,0
Libya,2016,Rowing,0,0,1,0
Libya,2016,Swimming,0,0,2,0
Libya,2016,Taekwondo,0,0,1,0
Libya,2020,Athletics,0,0,1,0
Libya,2020,Judo,0,0,1,0
Libya,2020,Rowing,0,0,1,0
Libya,2020,Swimming,0,0,1,0
Libya,2024,Athletics,0,0,1,0
Libya,2024,Rowing,0,0,1,0
Libya,2024,Shooting,0,0,1,0
Libya,2024,Swimming,0,0,2,0
Libya,2024,Weightlifting,0,0,1,0
Liechtenstein,1936,Athletics,0,0,4,0
Liechtenstein,1936,Cycling,0,0,1,0
Liechtenstein,1936,Shooting,0,0,3,0
Liechtenstein,1948,Athletics,0,0,2,0
Liechtenstein,1952,Cycling,0,0,2,0
Liechtenstein,1960,Athletics,0,0,3,0
Liechtenstein,1960,Cycling,0,0,1,0
Liechtenstein,1960,Shooting,0,0,4,0
Liechtenstein,1964,Athletics,0,0,3,0
Liechtenstein,1968,Athletics,0,0,3,0
Liechtenstein,1972,Cycling,0,0,1,0
Liechtenstein,1972,Gymnastics,0,0,7,0
